"Date","Price","Open","High","Low","Vol.","Change %"
"26-10-2015","89.15","90.80","91.30","89.00","276.96K","-1.49%"
"27-10-2015","88.95","89.00","90.40","88.50","286.07K","-0.22%"
"28-10-2015","88.60","88.95","90.00","88.35","178.30K","-0.39%"
"29-10-2015","88.90","89.10","90.80","88.50","292.88K","0.34%"
"30-10-2015","88.25","88.30","89.45","88.00","122.95K","-0.73%"
"02-11-2015","88.35","88.80","90.00","88.05","246.14K","0.11%"
"03-11-2015","88.50","88.70","89.40","88.30","132.78K","0.17%"
"04-11-2015","87.95","88.70","89.20","87.50","143.08K","-0.62%"
"05-11-2015","87.20","88.00","88.10","86.50","182.70K","-0.85%"
"06-11-2015","87.40","87.10","88.20","86.10","182.75K","0.23%"
"09-11-2015","86.70","86.50","87.45","83.55","185.56K","-0.80%"
"10-11-2015","88.10","86.40","89.75","86.30","190.04K","1.61%"
"11-11-2015","91.55","90.10","93.00","90.10","290.04K","3.92%"
"13-11-2015","92.05","90.10","94.30","90.00","487.64K","0.55%"
"16-11-2015","90.05","91.00","92.00","89.75","240.08K","-2.17%"
"17-11-2015","91.65","90.50","93.65","90.05","624.29K","1.78%"
"18-11-2015","91.80","91.80","93.60","91.25","344.65K","0.16%"
"19-11-2015","92.20","93.00","94.10","91.50","398.01K","0.44%"
"20-11-2015","92.05","92.50","94.70","91.65","714.93K","-0.16%"
"23-11-2015","91.00","92.05","92.75","90.75","157.61K","-1.14%"
"24-11-2015","89.70","91.05","91.40","89.10","205.26K","-1.43%"
"26-11-2015","90.05","90.10","91.45","89.50","307.01K","0.39%"
"27-11-2015","89.60","90.25","90.65","89.45","206.76K","-0.50%"
"30-11-2015","89.85","90.80","90.80","89.55","164.83K","0.28%"
"01-12-2015","90.45","90.30","91.00","90.00","228.77K","0.67%"
"02-12-2015","89.85","90.80","91.00","89.70","169.62K","-0.66%"
"03-12-2015","89.10","90.00","90.40","88.85","191.85K","-0.83%"
"04-12-2015","88.60","88.75","89.80","88.40","225.20K","-0.56%"
"07-12-2015","88.55","89.00","89.30","88.10","129.59K","-0.06%"
"08-12-2015","88.85","88.90","91.20","88.15","540.88K","0.34%"
"09-12-2015","86.95","88.75","90.15","86.70","211.28K","-2.14%"
"10-12-2015","87.60","87.20","88.00","86.75","112.00K","0.75%"
"11-12-2015","88.45","87.50","88.95","86.25","223.83K","0.97%"
"14-12-2015","87.50","87.80","88.35","87.10","109.88K","-1.07%"
"15-12-2015","88.10","87.50","88.90","87.50","117.76K","0.69%"
"16-12-2015","88.40","88.60","89.35","87.70","170.29K","0.34%"
"17-12-2015","89.45","88.90","90.50","88.50","213.59K","1.19%"
"18-12-2015","88.75","88.80","89.50","88.60","135.64K","-0.78%"
"21-12-2015","88.60","88.75","89.35","88.30","137.67K","-0.17%"
"22-12-2015","88.35","89.50","89.50","88.20","157.90K","-0.28%"
"23-12-2015","89.40","88.60","89.75","88.50","175.54K","1.19%"
"24-12-2015","90.65","90.70","91.20","89.90","484.95K","1.40%"
"28-12-2015","93.65","91.50","93.95","90.80","1.01M","3.31%"
"29-12-2015","96.50","93.70","98.65","92.60","1.43M","3.04%"
"30-12-2015","97.30","96.25","100.25","94.65","1.92M","0.83%"
"31-12-2015","97.65","97.30","99.10","96.00","627.29K","0.36%"
"01-01-2016","98.10","97.50","98.75","97.25","321.17K","0.46%"
"04-01-2016","95.60","97.80","97.80","95.10","303.40K","-2.55%"
"05-01-2016","103.30","95.20","107.00","95.20","2.71M","8.05%"
"06-01-2016","101.45","103.00","104.70","100.65","1.41M","-1.79%"
"07-01-2016","97.65","99.90","99.90","96.00","470.85K","-3.75%"
"08-01-2016","109.10","98.15","111.70","96.30","4.25M","11.73%"
"11-01-2016","108.60","106.45","113.80","104.70","3.98M","-0.46%"
"12-01-2016","105.15","109.20","110.65","103.20","1.24M","-3.18%"
"13-01-2016","99.30","106.30","107.75","95.35","1.46M","-5.56%"
"14-01-2016","98.60","96.80","102.55","95.25","1.02M","-0.70%"
"15-01-2016","95.10","99.60","102.30","94.30","790.06K","-3.55%"
"18-01-2016","90.45","95.00","95.40","89.70","388.80K","-4.89%"
"19-01-2016","92.15","91.10","93.45","89.25","405.66K","1.88%"
"20-01-2016","90.40","90.70","93.20","88.25","470.18K","-1.90%"
"21-01-2016","91.30","91.80","93.00","90.40","294.50K","1.00%"
"22-01-2016","92.70","91.70","94.40","91.70","323.39K","1.53%"
"25-01-2016","96.50","93.15","98.35","93.15","595.69K","4.10%"
"27-01-2016","96.85","97.00","99.00","96.00","460.33K","0.36%"
"28-01-2016","97.15","100.80","101.80","96.65","767.68K","0.31%"
"29-01-2016","97.50","97.85","99.70","96.15","530.23K","0.36%"
"01-02-2016","97.50","97.85","99.00","96.60","273.53K","0.00%"
"02-02-2016","93.80","97.60","98.80","92.80","245.50K","-3.79%"
"03-02-2016","93.25","92.80","95.80","91.85","456.94K","-0.59%"
"04-02-2016","91.85","94.00","94.95","91.05","203.19K","-1.50%"
"05-02-2016","93.00","92.10","94.00","91.70","247.76K","1.25%"
"08-02-2016","92.90","92.50","94.00","92.50","156.72K","-0.11%"
"09-02-2016","91.70","92.25","92.80","91.30","130.19K","-1.29%"
"10-02-2016","87.70","91.00","92.05","86.55","457.09K","-4.36%"
"11-02-2016","84.90","87.65","87.70","84.20","338.57K","-3.19%"
"12-02-2016","85.75","84.65","86.75","82.35","364.12K","1.00%"
"15-02-2016","87.50","86.50","89.40","86.50","185.02K","2.04%"
"16-02-2016","85.25","87.90","88.20","84.95","132.15K","-2.57%"
"17-02-2016","83.55","85.25","85.25","81.30","263.94K","-1.99%"
"18-02-2016","83.60","84.30","85.30","82.55","161.62K","0.06%"
"19-02-2016","87.55","84.00","88.45","83.90","606.99K","4.72%"
"22-02-2016","87.00","87.85","88.20","86.65","113.91K","-0.63%"
"23-02-2016","85.75","87.00","87.40","85.15","99.89K","-1.44%"
"24-02-2016","85.00","85.30","86.00","83.50","123.85K","-0.87%"
"25-02-2016","84.65","85.25","86.00","84.10","116.21K","-0.41%"
"26-02-2016","83.60","85.10","85.75","83.20","119.12K","-1.24%"
"29-02-2016","83.45","83.60","85.30","82.60","141.92K","-0.18%"
"01-03-2016","85.45","83.35","86.75","83.35","238.43K","2.40%"
"02-03-2016","87.00","86.40","88.00","86.00","146.31K","1.81%"
"03-03-2016","87.80","87.40","89.90","87.00","388.72K","0.92%"
"04-03-2016","88.20","87.60","89.30","87.05","250.49K","0.46%"
"08-03-2016","88.50","88.00","90.20","87.20","304.54K","0.34%"
"09-03-2016","88.50","88.35","88.95","87.55","144.72K","0.00%"
"10-03-2016","87.95","88.50","88.90","87.30","108.91K","-0.62%"
"11-03-2016","90.45","88.00","91.80","87.55","669.08K","2.84%"
"14-03-2016","91.10","92.20","93.30","90.55","547.69K","0.72%"
"15-03-2016","89.70","91.00","91.75","89.10","193.22K","-1.54%"
"16-03-2016","89.30","89.45","90.50","88.20","178.80K","-0.45%"
"17-03-2016","88.85","89.95","91.25","88.30","233.34K","-0.50%"
"18-03-2016","90.15","90.50","91.20","88.25","450.58K","1.46%"
"21-03-2016","90.35","90.00","90.90","89.40","206.53K","0.22%"
"22-03-2016","91.60","90.60","93.45","90.25","444.63K","1.38%"
"23-03-2016","90.65","91.20","92.95","90.20","290.38K","-1.04%"
"28-03-2016","88.50","90.70","90.80","88.05","153.52K","-2.37%"
"29-03-2016","87.70","88.10","89.55","87.40","252.45K","-0.90%"
"30-03-2016","88.95","88.45","90.90","88.15","294.38K","1.43%"
"31-03-2016","89.60","90.50","90.90","89.20","385.19K","0.73%"
"01-04-2016","91.95","89.10","93.00","89.10","648.66K","2.62%"
"04-04-2016","94.95","92.05","95.60","91.10","1.12M","3.26%"
"05-04-2016","91.80","94.45","95.80","91.00","650.09K","-3.32%"
"06-04-2016","93.40","92.45","94.60","91.70","485.59K","1.74%"
"07-04-2016","91.55","93.90","93.90","91.00","304.68K","-1.98%"
"08-04-2016","90.85","91.50","91.80","90.10","239.97K","-0.76%"
"11-04-2016","90.65","90.90","91.50","90.15","329.93K","-0.22%"
"12-04-2016","90.35","90.80","91.50","90.10","250.86K","-0.33%"
"13-04-2016","90.75","91.05","91.75","90.35","335.49K","0.44%"
"18-04-2016","91.15","90.70","91.90","90.55","206.01K","0.44%"
"20-04-2016","92.20","91.30","92.90","91.00","428.24K","1.15%"
"21-04-2016","90.95","92.65","93.00","90.60","277.09K","-1.36%"
"22-04-2016","91.65","91.00","92.90","90.45","540.02K","0.77%"
"25-04-2016","91.75","91.90","92.25","90.35","232.98K","0.11%"
"26-04-2016","92.75","93.00","93.40","92.20","535.60K","1.09%"
"27-04-2016","94.25","93.00","94.90","92.40","1.08M","1.62%"
"28-04-2016","91.90","93.70","94.05","91.55","322.35K","-2.49%"
"29-04-2016","91.20","92.20","92.40","90.10","205.62K","-0.76%"
"02-05-2016","90.75","90.55","91.10","90.45","191.75K","-0.49%"
"03-05-2016","91.15","91.80","92.90","90.85","472.22K","0.44%"
"04-05-2016","89.90","90.90","91.40","89.50","171.71K","-1.37%"
"05-05-2016","89.95","89.80","90.50","89.40","241.86K","0.06%"
"06-05-2016","89.85","89.70","90.25","89.40","147.56K","-0.11%"
"09-05-2016","91.30","91.15","91.70","90.20","328.91K","1.61%"
"10-05-2016","90.75","91.45","91.90","90.50","205.66K","-0.60%"
"11-05-2016","90.30","89.80","91.00","89.40","126.42K","-0.50%"
"12-05-2016","90.90","90.50","91.40","90.40","161.89K","0.66%"
"13-05-2016","91.35","90.65","91.80","90.25","256.87K","0.50%"
"16-05-2016","91.90","91.90","93.25","90.95","453.66K","0.60%"
"17-05-2016","88.90","90.05","90.50","88.60","692.44K","-3.26%"
"18-05-2016","89.00","89.25","89.50","88.35","233.84K","0.11%"
"19-05-2016","88.10","89.00","89.40","88.00","133.65K","-1.01%"
"20-05-2016","87.65","88.10","88.40","87.40","165.68K","-0.51%"
"23-05-2016","87.05","88.00","88.40","86.75","152.26K","-0.68%"
"24-05-2016","85.85","87.40","87.65","85.20","152.95K","-1.38%"
"25-05-2016","86.95","86.85","87.35","85.95","191.39K","1.28%"
"26-05-2016","86.95","87.40","87.40","86.60","146.93K","0.00%"
"27-05-2016","87.80","86.70","88.50","86.70","195.80K","0.98%"
"30-05-2016","88.45","88.00","89.15","88.00","149.09K","0.74%"
"31-05-2016","87.70","88.90","89.50","87.00","202.35K","-0.85%"
"01-06-2016","87.70","87.90","88.25","87.25","147.72K","0.00%"
"02-06-2016","87.40","87.70","87.85","87.05","143.46K","-0.34%"
"03-06-2016","87.90","87.70","89.90","87.40","347.56K","0.57%"
"06-06-2016","87.75","88.65","88.65","87.50","125.54K","-0.17%"
"07-06-2016","88.20","88.10","88.80","87.55","145.68K","0.51%"
"08-06-2016","90.05","88.30","90.80","87.95","628.80K","2.10%"
"09-06-2016","91.70","92.05","94.40","91.00","1.19M","1.83%"
"10-06-2016","90.75","91.50","92.45","90.20","335.18K","-1.04%"
"13-06-2016","101.80","90.05","105.40","89.65","8.62M","12.18%"
"14-06-2016","100.15","102.30","104.70","99.25","3.04M","-1.62%"
"15-06-2016","99.95","100.60","103.20","99.30","1.27M","-0.20%"
"16-06-2016","99.95","100.25","102.50","98.50","1.07M","0.00%"
"17-06-2016","102.50","100.50","106.40","100.30","2.50M","2.55%"
"20-06-2016","100.45","101.40","103.50","99.85","1.01M","-2.00%"
"21-06-2016","98.45","101.40","101.90","98.10","1.04M","-1.99%"
"22-06-2016","107.55","98.90","109.70","98.20","10.20M","9.24%"
"23-06-2016","102.65","105.90","106.40","102.05","1.92M","-4.56%"
"24-06-2016","98.80","97.75","100.00","95.70","1.91M","-3.75%"
"27-06-2016","103.95","99.00","105.45","98.95","2.47M","5.21%"
"28-06-2016","104.35","103.95","107.50","103.50","2.00M","0.38%"
"29-06-2016","105.60","105.50","108.50","104.95","1.55M","1.20%"
"30-06-2016","105.75","106.60","108.25","105.25","996.68K","0.14%"
"01-07-2016","114.25","106.50","114.95","106.10","7.49M","8.04%"
"04-07-2016","113.00","114.30","116.40","112.50","3.06M","-1.09%"
"05-07-2016","114.00","113.00","115.65","111.55","1.90M","0.88%"
"07-07-2016","115.70","113.10","118.25","112.75","3.24M","1.49%"
"08-07-2016","113.25","114.75","115.45","112.60","855.61K","-2.12%"
"11-07-2016","114.05","114.40","116.70","113.50","2.03M","0.71%"
"12-07-2016","114.35","114.85","116.75","113.80","2.29M","0.26%"
"13-07-2016","115.15","114.80","116.70","114.05","1.44M","0.70%"
"14-07-2016","117.55","115.55","119.45","115.15","2.24M","2.08%"
"15-07-2016","117.20","118.40","119.90","116.30","952.42K","-0.30%"
"18-07-2016","115.65","117.50","119.70","114.50","1.49M","-1.32%"
"19-07-2016","115.45","115.85","117.50","113.35","655.24K","-0.17%"
"20-07-2016","116.05","115.35","117.50","115.15","847.61K","0.52%"
"21-07-2016","113.60","116.70","117.40","113.20","820.95K","-2.11%"
"22-07-2016","112.40","114.05","114.90","111.75","614.53K","-1.06%"
"25-07-2016","116.50","112.65","116.80","110.80","1.45M","3.65%"
"26-07-2016","113.75","116.80","117.65","113.10","542.59K","-2.36%"
"27-07-2016","117.90","113.75","121.40","112.50","2.41M","3.65%"
"28-07-2016","121.85","118.90","123.80","117.15","2.30M","3.35%"
"29-07-2016","119.70","122.00","123.50","119.10","1.06M","-1.76%"
"01-08-2016","118.90","119.90","122.10","117.25","758.36K","-0.67%"
"02-08-2016","116.40","119.20","121.00","115.50","551.87K","-2.10%"
"03-08-2016","113.35","116.70","116.90","112.50","469.40K","-2.62%"
"04-08-2016","112.10","114.30","115.50","111.55","828.75K","-1.10%"
"05-08-2016","115.45","113.00","116.00","111.80","1.02M","2.99%"
"08-08-2016","126.65","125.20","131.30","124.50","6.14M","9.70%"
"09-08-2016","124.20","126.50","127.65","123.50","1.13M","-1.93%"
"10-08-2016","121.70","124.45","126.00","120.90","829.85K","-2.01%"
"11-08-2016","120.85","121.25","124.45","118.10","987.58K","-0.70%"
"12-08-2016","122.40","121.60","125.80","121.20","841.12K","1.28%"
"16-08-2016","121.50","122.30","124.20","121.00","564.93K","-0.74%"
"17-08-2016","122.30","121.35","123.95","121.35","497.05K","0.66%"
"18-08-2016","123.85","122.80","125.15","122.50","811.61K","1.27%"
"19-08-2016","130.35","124.10","132.50","121.75","2.55M","5.25%"
"22-08-2016","127.60","129.80","130.00","126.55","910.50K","-2.11%"
"23-08-2016","129.45","127.60","130.90","126.80","1.28M","1.45%"
"24-08-2016","133.55","129.50","135.70","129.50","2.50M","3.17%"
"25-08-2016","131.25","134.00","134.45","130.50","692.56K","-1.72%"
"26-08-2016","127.80","131.35","131.95","127.20","625.54K","-2.63%"
"29-08-2016","128.35","127.70","130.80","125.40","714.50K","0.43%"
"30-08-2016","129.75","128.50","131.25","128.50","681.17K","1.09%"
"31-08-2016","128.20","129.75","132.00","127.65","719.80K","-1.19%"
"01-09-2016","126.80","128.20","130.50","126.15","591.87K","-1.09%"
"02-09-2016","127.75","127.45","129.70","127.35","379.73K","0.75%"
"06-09-2016","128.10","128.35","129.50","127.25","466.01K","0.27%"
"07-09-2016","128.30","128.40","131.60","126.80","960.98K","0.16%"
"08-09-2016","127.30","128.70","129.70","126.85","486.65K","-0.78%"
"09-09-2016","125.40","128.00","129.00","124.95","554.02K","-1.49%"
"12-09-2016","120.35","122.00","124.30","119.55","633.19K","-4.03%"
"14-09-2016","122.95","121.45","124.50","120.70","634.72K","2.16%"
"15-09-2016","123.70","123.00","124.75","122.40","463.17K","0.61%"
"16-09-2016","124.75","127.25","128.70","123.50","1.50M","0.85%"
"19-09-2016","124.00","125.40","125.75","123.65","325.19K","-0.60%"
"20-09-2016","124.10","124.95","125.90","123.65","375.15K","0.08%"
"21-09-2016","125.70","125.40","128.00","124.60","1.03M","1.29%"
"22-09-2016","127.55","127.00","129.00","126.80","804.76K","1.47%"
"23-09-2016","127.40","128.00","131.00","126.85","1.69M","-0.12%"
"26-09-2016","125.65","127.00","128.00","124.60","829.87K","-1.37%"
"27-09-2016","126.10","126.00","127.00","124.50","477.05K","0.36%"
"28-09-2016","129.35","127.00","131.40","126.40","1.99M","2.58%"
"29-09-2016","121.80","130.05","131.20","118.10","1.68M","-5.84%"
"30-09-2016","123.30","121.80","125.10","121.30","505.24K","1.23%"
"03-10-2016","125.60","123.95","127.00","123.95","396.76K","1.87%"
"04-10-2016","125.25","126.50","126.55","124.40","367.93K","-0.28%"
"05-10-2016","132.10","125.50","133.95","124.65","2.86M","5.47%"
"06-10-2016","131.20","133.10","135.95","129.55","2.13M","-0.68%"
"07-10-2016","130.75","132.00","133.95","130.00","886.79K","-0.34%"
"10-10-2016","131.75","131.55","132.75","131.00","486.57K","0.76%"
"13-10-2016","128.90","131.00","131.60","127.10","735.32K","-2.16%"
"14-10-2016","137.40","129.50","138.50","127.50","3.19M","6.59%"
"17-10-2016","142.00","138.50","143.00","136.55","4.14M","3.35%"
"18-10-2016","144.15","142.75","145.00","142.55","2.05M","1.51%"
"19-10-2016","146.60","145.00","147.75","144.00","2.12M","1.70%"
"20-10-2016","141.55","149.60","150.00","140.10","2.92M","-3.44%"
"21-10-2016","137.20","141.50","142.15","136.65","1.06M","-3.07%"
"24-10-2016","134.90","137.00","138.40","134.55","963.58K","-1.68%"
"25-10-2016","130.65","133.50","133.50","129.35","1.21M","-3.15%"
"26-10-2016","130.60","130.85","133.00","129.55","923.38K","-0.04%"
"27-10-2016","126.20","128.00","128.70","124.70","1.31M","-3.37%"
"28-10-2016","128.15","126.95","129.35","126.60","581.21K","1.55%"
"30-10-2016","128.90","129.70","130.00","128.25","255.22K","0.59%"
"01-11-2016","129.50","129.00","131.60","127.10","630.02K","0.47%"
"02-11-2016","125.70","127.90","127.90","125.20","354.89K","-2.93%"
"03-11-2016","124.85","125.10","128.20","123.00","753.94K","-0.68%"
"04-11-2016","119.80","124.05","124.05","118.85","999.76K","-4.04%"
"07-11-2016","122.55","121.00","123.95","120.50","396.53K","2.30%"
"08-11-2016","123.70","123.35","124.95","122.75","433.67K","0.94%"
"09-11-2016","119.75","110.40","121.65","108.25","673.69K","-3.19%"
"10-11-2016","123.25","123.80","123.95","122.15","343.77K","2.92%"
"11-11-2016","117.35","122.00","122.00","116.10","470.85K","-4.79%"
"15-11-2016","112.70","119.00","119.00","111.70","330.11K","-3.96%"
"16-11-2016","113.65","117.20","118.00","113.00","443.85K","0.84%"
"17-11-2016","112.85","114.00","115.60","112.20","232.10K","-0.70%"
"18-11-2016","113.15","114.85","114.85","112.55","251.20K","0.27%"
"21-11-2016","108.45","113.20","113.95","107.35","378.94K","-4.15%"
"22-11-2016","108.25","108.80","110.50","107.10","314.35K","-0.18%"
"23-11-2016","111.70","109.30","113.15","107.10","464.36K","3.19%"
"24-11-2016","112.85","111.50","114.65","109.90","277.36K","1.03%"
"25-11-2016","115.85","114.00","116.50","113.00","304.63K","2.66%"
"28-11-2016","116.25","114.70","117.80","114.50","228.21K","0.35%"
"29-11-2016","116.80","117.00","117.95","115.25","237.06K","0.47%"
"30-11-2016","116.45","117.00","118.10","115.60","258.08K","-0.30%"
"01-12-2016","115.80","117.00","117.15","114.35","155.14K","-0.56%"
"02-12-2016","114.15","115.80","115.80","113.25","139.03K","-1.42%"
"05-12-2016","117.90","113.30","118.65","113.30","279.00K","3.29%"
"06-12-2016","119.55","117.90","120.80","116.70","592.55K","1.40%"
"07-12-2016","117.10","120.30","120.45","116.35","233.13K","-2.05%"
"08-12-2016","117.90","118.20","120.40","117.50","251.14K","0.68%"
"09-12-2016","117.90","118.95","119.90","117.05","262.91K","0.00%"
"12-12-2016","116.25","118.25","118.45","115.50","154.03K","-1.40%"
"13-12-2016","115.75","117.15","117.80","115.20","218.49K","-0.43%"
"14-12-2016","113.45","116.90","116.90","112.20","186.13K","-1.99%"
"15-12-2016","115.20","112.90","115.90","112.10","286.14K","1.54%"
"16-12-2016","115.15","115.20","115.75","114.30","131.19K","-0.04%"
"19-12-2016","113.40","115.85","115.85","113.05","201.82K","-1.52%"
"20-12-2016","116.30","115.15","117.20","114.45","473.33K","2.56%"
"21-12-2016","113.75","116.00","116.95","113.10","170.80K","-2.19%"
"22-12-2016","112.05","114.00","114.00","111.30","143.31K","-1.49%"
"23-12-2016","113.70","112.25","114.90","111.35","248.57K","1.47%"
"26-12-2016","109.75","113.90","113.90","108.40","305.58K","-3.47%"
"27-12-2016","109.70","110.95","111.40","108.85","349.06K","-0.05%"
"28-12-2016","111.25","110.00","112.40","110.00","194.79K","1.41%"
"29-12-2016","111.50","111.25","112.70","109.30","251.47K","0.22%"
"30-12-2016","113.40","111.50","114.10","111.50","282.22K","1.70%"
"02-01-2017","115.30","113.70","116.75","113.05","347.67K","1.68%"
"03-01-2017","116.90","115.50","118.00","115.30","284.31K","1.39%"
"04-01-2017","115.70","117.90","117.90","115.40","219.36K","-1.03%"
"05-01-2017","115.00","116.05","117.50","114.80","460.02K","-0.61%"
"06-01-2017","114.90","116.20","117.75","114.55","484.22K","-0.09%"
"09-01-2017","113.90","115.40","115.70","113.50","244.39K","-0.87%"
"10-01-2017","114.95","114.00","115.80","114.00","224.89K","0.92%"
"11-01-2017","115.15","115.90","116.35","114.50","470.75K","0.17%"
"12-01-2017","115.25","115.20","117.40","114.90","645.47K","0.09%"
"13-01-2017","122.30","117.90","123.90","117.30","2.93M","6.12%"
"16-01-2017","121.35","122.50","124.50","120.40","852.18K","-0.78%"
"17-01-2017","121.45","121.75","122.80","120.80","306.22K","0.08%"
"18-01-2017","123.65","122.40","124.80","122.20","1.33M","1.81%"
"19-01-2017","123.40","123.45","124.50","122.55","428.08K","-0.20%"
"20-01-2017","121.50","123.00","123.90","120.65","372.68K","-1.54%"
"23-01-2017","123.80","121.75","125.70","121.75","543.04K","1.89%"
"24-01-2017","123.90","125.00","125.15","123.60","227.32K","0.08%"
"25-01-2017","125.75","124.00","127.10","124.00","782.95K","1.49%"
"27-01-2017","126.45","126.90","127.70","125.60","826.62K","0.56%"
"30-01-2017","124.90","124.80","126.80","121.15","813.25K","-1.23%"
"31-01-2017","123.75","124.80","125.50","122.25","317.84K","-0.92%"
"01-02-2017","122.75","123.65","124.40","121.50","255.39K","-0.81%"
"02-02-2017","123.00","123.30","125.70","122.60","503.27K","0.20%"
"03-02-2017","124.95","123.00","126.25","122.60","579.18K","1.59%"
"06-02-2017","124.70","125.00","126.20","124.50","368.17K","-0.20%"
"07-02-2017","123.70","124.95","126.45","122.30","272.93K","-0.80%"
"08-02-2017","125.95","123.95","126.50","123.75","441.67K","1.82%"
"09-02-2017","128.65","125.95","129.40","125.80","899.48K","2.14%"
"10-02-2017","129.65","129.05","132.00","128.90","995.32K","0.78%"
"13-02-2017","127.50","129.95","130.75","126.50","311.32K","-1.66%"
"14-02-2017","121.75","127.05","127.85","121.05","555.83K","-4.51%"
"15-02-2017","117.50","121.10","122.50","115.85","679.40K","-3.49%"
"16-02-2017","119.70","118.40","120.20","116.70","276.74K","1.87%"
"17-02-2017","121.40","120.00","122.50","120.00","298.35K","1.42%"
"20-02-2017","122.75","121.95","124.10","121.20","260.25K","1.11%"
"21-02-2017","122.75","122.70","124.40","122.25","172.30K","0.00%"
"22-02-2017","121.90","123.00","123.80","121.45","190.92K","-0.69%"
"23-02-2017","120.60","122.20","122.60","120.20","182.33K","-1.07%"
"27-02-2017","119.95","120.75","121.90","119.65","178.42K","-0.54%"
"28-02-2017","122.65","120.00","123.50","119.85","399.21K","2.25%"
"01-03-2017","124.00","123.25","125.50","122.70","494.91K","1.10%"
"02-03-2017","122.10","125.00","127.00","121.50","483.48K","-1.53%"
"03-03-2017","123.75","122.50","125.10","121.40","328.94K","1.35%"
"06-03-2017","124.90","123.80","125.25","123.55","274.84K","0.93%"
"07-03-2017","123.05","124.90","125.00","122.10","154.61K","-1.48%"
"08-03-2017","122.10","123.05","123.75","121.70","149.35K","-0.77%"
"09-03-2017","121.55","122.00","122.70","121.00","556.14K","-0.45%"
"10-03-2017","120.75","122.90","122.90","120.20","149.41K","-0.66%"
"14-03-2017","121.05","122.00","123.20","120.15","232.65K","0.25%"
"15-03-2017","120.35","121.65","122.50","120.00","287.30K","-0.58%"
"16-03-2017","122.70","121.35","124.80","121.30","506.24K","1.95%"
"17-03-2017","123.05","123.00","123.80","122.40","220.71K","0.29%"
"20-03-2017","124.85","124.00","125.80","122.90","596.14K","1.46%"
"21-03-2017","124.30","124.95","126.50","123.70","323.51K","-0.44%"
"22-03-2017","121.60","123.45","124.20","121.40","333.15K","-2.17%"
"23-03-2017","124.85","121.60","126.30","121.60","731.40K","2.67%"
"24-03-2017","125.15","124.90","127.90","124.50","839.61K","0.24%"
"27-03-2017","127.40","125.60","132.20","124.00","1.78M","1.80%"
"28-03-2017","126.80","128.50","129.60","126.10","525.79K","-0.47%"
"29-03-2017","125.00","127.40","127.40","124.60","374.30K","-1.42%"
"30-03-2017","125.20","125.25","126.70","124.15","394.78K","0.16%"
"31-03-2017","126.20","125.10","127.75","124.75","580.10K","0.80%"
"03-04-2017","126.55","127.30","127.50","125.55","371.55K","0.28%"
"05-04-2017","125.40","126.55","127.35","125.10","387.39K","-0.91%"
"06-04-2017","127.15","125.50","129.50","125.50","935.95K","1.40%"
"07-04-2017","126.25","127.00","128.80","125.40","419.72K","-0.71%"
"10-04-2017","126.00","126.30","127.25","125.50","280.14K","-0.20%"
"11-04-2017","127.80","126.00","128.75","126.00","348.63K","1.43%"
"12-04-2017","126.25","130.50","130.50","126.00","237.56K","-1.21%"
"13-04-2017","125.85","126.45","128.30","125.50","229.56K","-0.32%"
"17-04-2017","124.95","126.90","126.90","124.70","178.91K","-0.72%"
"18-04-2017","126.25","125.80","127.40","124.50","491.71K","1.04%"
"19-04-2017","126.90","125.50","128.00","125.35","246.50K","0.51%"
"20-04-2017","125.90","127.45","128.20","124.95","243.13K","-0.79%"
"21-04-2017","124.65","126.30","127.00","124.30","242.00K","-0.99%"
"24-04-2017","124.50","125.20","126.00","124.15","226.50K","-0.12%"
"25-04-2017","124.10","125.00","125.80","123.50","267.80K","-0.32%"
"26-04-2017","125.05","124.20","127.55","124.20","564.81K","0.77%"
"27-04-2017","124.15","125.25","125.50","123.80","173.79K","-0.72%"
"28-04-2017","126.05","125.00","126.50","124.05","468.40K","1.53%"
"02-05-2017","127.25","126.45","129.40","125.00","666.29K","0.95%"
"03-05-2017","128.25","128.00","128.95","126.10","355.04K","0.79%"
"04-05-2017","126.15","128.55","129.90","125.90","290.11K","-1.64%"
"05-05-2017","129.80","126.55","130.75","125.30","1.33M","2.89%"
"08-05-2017","133.10","130.95","135.50","130.60","1.38M","2.54%"
"09-05-2017","132.55","133.50","135.00","131.60","451.98K","-0.41%"
"10-05-2017","131.90","133.45","133.70","131.25","267.07K","-0.49%"
"11-05-2017","129.95","132.45","132.65","129.55","322.72K","-1.48%"
"12-05-2017","129.10","130.40","130.85","126.15","481.21K","-0.65%"
"15-05-2017","130.10","130.60","131.40","128.60","402.31K","0.77%"
"16-05-2017","131.05","130.75","132.00","129.05","309.92K","0.73%"
"17-05-2017","130.20","131.80","131.80","129.60","227.52K","-0.65%"
"18-05-2017","130.30","129.20","132.25","128.90","493.38K","0.08%"
"19-05-2017","134.50","139.00","139.00","132.75","2.11M","3.22%"
"22-05-2017","131.35","136.00","136.50","130.50","406.49K","-2.34%"
"23-05-2017","128.80","132.30","132.30","126.50","448.37K","-1.94%"
"24-05-2017","124.25","128.80","128.80","123.20","348.12K","-3.53%"
"25-05-2017","126.75","124.40","127.30","124.40","232.59K","2.01%"
"26-05-2017","130.05","127.80","130.75","126.65","426.15K","2.60%"
"29-05-2017","126.85","130.80","130.80","126.05","172.42K","-2.46%"
